c1,c2,c3,c4,c7,c8,reg_target,class_target,c2_median_imputed,c7_most_frequent_imputed,c8_ordinal,c1_Male,c7_S,c7_Q
male,,2,0,Q,Lower Class,23.25,1,28.0,Q,0.0,1.0,1.0,0.0
male,19.0,0,0,S,Lower Class,0.0,0,19.0,S,0.0,1.0,0.0,1.0
female,,0,0,Q,Middle Class,12.35,1,28.0,Q,1.0,0.0,1.0,0.0
male,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,1.0,0.0,1.0
male,0.92,1,2,S,Upper Class,151.55,1,0.92,S,2.0,1.0,0.0,1.0
female,,0,0,C,Upper Class,110.8833,1,28.0,C,2.0,0.0,0.0,0.0
female,17.0,1,0,C,Upper Class,108.9,1,17.0,C,2.0,0.0,0.0,0.0
male,30.0,1,0,C,Middle Class,24.0,0,30.0,C,1.0,1.0,0.0,0.0
female,30.0,0,0,C,Upper Class,56.9292,1,30.0,C,2.0,0.0,0.0,0.0
female,24.0,0,0,C,Upper Class,83.1583,1,24.0,C,2.0,0.0,0.0,0.0
female,18.0,2,2,C,Upper Class,262.375,1,18.0,C,2.0,0.0,0.0,0.0
female,26.0,1,1,S,Middle Class,26.0,0,26.0,S,1.0,0.0,0.0,1.0
male,28.0,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
male,43.0,1,1,S,Middle Class,26.25,0,43.0,S,1.0,1.0,0.0,1.0
female,26.0,0,0,S,Lower Class,7.8542,1,26.0,S,0.0,0.0,0.0,1.0
female,24.0,1,0,S,Middle Class,26.0,1,24.0,S,1.0,0.0,0.0,1.0
male,54.0,0,0,S,Middle Class,14.0,0,54.0,S,1.0,1.0,0.0,1.0
female,31.0,0,2,S,Upper Class,164.8667,1,31.0,S,2.0,0.0,0.0,1.0
female,40.0,1,1,C,Upper Class,134.5,1,40.0,C,2.0,0.0,0.0,0.0
male,22.0,0,0,S,Lower Class,7.25,0,22.0,S,0.0,1.0,0.0,1.0
male,27.0,0,0,S,Lower Class,7.8958,0,27.0,S,0.0,1.0,0.0,1.0
female,30.0,0,0,Q,Middle Class,12.35,1,30.0,Q,1.0,0.0,1.0,0.0
female,22.0,1,1,S,Middle Class,29.0,1,22.0,S,1.0,0.0,0.0,1.0
male,,8,2,S,Lower Class,69.55,0,28.0,S,0.0,1.0,0.0,1.0
female,36.0,0,0,C,Upper Class,135.6333,1,36.0,C,2.0,0.0,0.0,0.0
male,61.0,0,0,S,Lower Class,6.2375,0,61.0,S,0.0,1.0,0.0,1.0
female,36.0,0,0,S,Middle Class,13.0,1,36.0,S,1.0,0.0,0.0,1.0
female,31.0,1,1,S,Lower Class,20.525,1,31.0,S,0.0,0.0,0.0,1.0
female,16.0,0,1,C,Upper Class,57.9792,1,16.0,C,2.0,0.0,0.0,0.0
female,,2,0,Q,Lower Class,23.25,1,28.0,Q,0.0,0.0,1.0,0.0
male,45.5,0,0,S,Upper Class,28.5,0,45.5,S,2.0,1.0,0.0,1.0
male,38.0,0,1,S,Upper Class,153.4625,0,38.0,S,2.0,1.0,0.0,1.0
male,16.0,2,0,S,Lower Class,18.0,0,16.0,S,0.0,1.0,0.0,1.0
female,,1,0,S,Upper Class,133.65,1,28.0,S,2.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
male,29.0,1,0,S,Upper Class,66.6,0,29.0,S,2.0,1.0,0.0,1.0
female,41.0,0,0,C,Upper Class,134.5,1,41.0,C,2.0,0.0,0.0,0.0
male,45.0,0,0,S,Lower Class,8.05,1,45.0,S,0.0,1.0,0.0,1.0
male,45.0,0,0,S,Upper Class,35.5,0,45.0,S,2.0,1.0,0.0,1.0
male,2.0,1,1,S,Middle Class,26.0,1,2.0,S,1.0,1.0,0.0,1.0
female,24.0,3,2,S,Upper Class,263.0,1,24.0,S,2.0,0.0,0.0,1.0
male,28.0,0,0,S,Middle Class,13.0,0,28.0,S,1.0,1.0,0.0,1.0
male,25.0,0,0,S,Middle Class,13.0,0,25.0,S,1.0,1.0,0.0,1.0
male,36.0,0,0,S,Middle Class,13.0,0,36.0,S,1.0,1.0,0.0,1.0
female,24.0,0,0,S,Middle Class,13.0,1,24.0,S,1.0,0.0,0.0,1.0
female,40.0,0,0,S,Middle Class,13.0,1,40.0,S,1.0,0.0,0.0,1.0
female,,1,0,S,Lower Class,16.1,1,28.0,S,0.0,0.0,0.0,1.0
male,3.0,1,1,S,Lower Class,15.9,1,3.0,S,0.0,1.0,0.0,1.0
male,42.0,0,0,S,Lower Class,8.6625,0,42.0,S,0.0,1.0,0.0,1.0
male,23.0,0,0,S,Lower Class,9.225,0,23.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Upper Class,35.0,0,28.0,S,2.0,1.0,0.0,1.0
male,15.0,1,1,C,Lower Class,7.2292,0,15.0,C,0.0,1.0,0.0,0.0
male,25.0,1,0,S,Lower Class,17.8,0,25.0,S,0.0,1.0,0.0,1.0
male,,0,0,C,Lower Class,7.225,0,28.0,C,0.0,1.0,0.0,0.0
male,28.0,0,0,S,Lower Class,9.5,0,28.0,S,0.0,1.0,0.0,1.0
female,22.0,0,1,S,Upper Class,55.0,1,22.0,S,2.0,0.0,0.0,1.0
female,38.0,0,0,S,Middle Class,13.0,0,38.0,S,1.0,0.0,0.0,1.0
female,,0,0,Q,Lower Class,7.8792,1,28.0,Q,0.0,0.0,1.0,0.0
female,,0,0,Q,Lower Class,7.8792,1,28.0,Q,0.0,0.0,1.0,0.0
male,40.0,1,4,S,Lower Class,27.9,0,40.0,S,0.0,1.0,0.0,1.0
male,29.0,1,0,C,Middle Class,27.7208,0,29.0,C,1.0,1.0,0.0,0.0
female,45.0,0,1,C,Lower Class,14.4542,0,45.0,C,0.0,0.0,0.0,0.0
male,35.0,0,0,S,Lower Class,7.05,0,35.0,S,0.0,1.0,0.0,1.0
male,,1,0,Q,Lower Class,15.5,0,28.0,Q,0.0,1.0,1.0,0.0
male,30.0,0,0,S,Lower Class,7.25,0,30.0,S,0.0,1.0,0.0,1.0
female,60.0,1,0,C,Upper Class,75.25,1,60.0,C,2.0,0.0,0.0,0.0
female,,0,0,C,Lower Class,7.2292,1,28.0,C,0.0,0.0,0.0,0.0
female,,0,0,Q,Lower Class,7.75,1,28.0,Q,0.0,0.0,1.0,0.0
female,24.0,0,0,C,Upper Class,69.3,1,24.0,C,2.0,0.0,0.0,0.0
male,25.0,1,0,C,Upper Class,55.4417,1,25.0,C,2.0,1.0,0.0,0.0
male,18.0,1,0,S,Lower Class,6.4958,0,18.0,S,0.0,1.0,0.0,1.0
male,19.0,0,0,S,Lower Class,8.05,0,19.0,S,0.0,1.0,0.0,1.0
male,22.0,0,0,C,Upper Class,135.6333,0,22.0,C,2.0,1.0,0.0,0.0
female,3.0,3,1,S,Lower Class,21.075,0,3.0,S,0.0,0.0,0.0,1.0
female,,1,0,C,Upper Class,82.1708,1,28.0,C,2.0,0.0,0.0,0.0
female,22.0,0,0,S,Lower Class,7.25,1,22.0,S,0.0,0.0,0.0,1.0
male,27.0,0,2,C,Upper Class,211.5,0,27.0,C,2.0,1.0,0.0,0.0
male,20.0,0,0,C,Lower Class,4.0125,0,20.0,C,0.0,1.0,0.0,0.0
male,19.0,0,0,S,Lower Class,7.775,0,19.0,S,0.0,1.0,0.0,1.0
female,42.0,0,0,C,Upper Class,227.525,1,42.0,C,2.0,0.0,0.0,0.0
female,1.0,0,2,C,Lower Class,15.7417,1,1.0,C,0.0,0.0,0.0,0.0
male,32.0,0,0,S,Lower Class,7.925,0,32.0,S,0.0,1.0,0.0,1.0
female,35.0,1,0,S,Upper Class,52.0,1,35.0,S,2.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
male,18.0,0,0,S,Middle Class,73.5,0,18.0,S,1.0,1.0,0.0,1.0
male,1.0,5,2,S,Lower Class,46.9,0,1.0,S,0.0,1.0,0.0,1.0
female,36.0,0,0,S,Middle Class,13.0,1,36.0,S,1.0,0.0,0.0,1.0
male,,0,0,Q,Lower Class,7.7292,0,28.0,Q,0.0,1.0,1.0,0.0
female,17.0,0,0,C,Middle Class,12.0,1,17.0,C,1.0,0.0,0.0,0.0
male,36.0,1,2,S,Upper Class,120.0,1,36.0,S,2.0,1.0,0.0,1.0
male,21.0,0,0,S,Lower Class,7.7958,1,21.0,S,0.0,1.0,0.0,1.0
male,28.0,2,0,S,Lower Class,7.925,0,28.0,S,0.0,1.0,0.0,1.0
female,23.0,1,0,C,Upper Class,113.275,1,23.0,C,2.0,0.0,0.0,0.0
female,24.0,0,2,S,Lower Class,16.7,1,24.0,S,0.0,0.0,0.0,1.0
male,22.0,0,0,S,Lower Class,7.7958,0,22.0,S,0.0,1.0,0.0,1.0
female,31.0,0,0,S,Lower Class,7.8542,0,31.0,S,0.0,0.0,0.0,1.0
male,46.0,0,0,S,Middle Class,26.0,0,46.0,S,1.0,1.0,0.0,1.0
male,23.0,0,0,S,Middle Class,10.5,0,23.0,S,1.0,1.0,0.0,1.0
female,28.0,0,0,S,Middle Class,12.65,1,28.0,S,1.0,0.0,0.0,1.0
male,39.0,0,0,S,Lower Class,7.925,1,39.0,S,0.0,1.0,0.0,1.0
male,26.0,0,0,S,Lower Class,8.05,0,26.0,S,0.0,1.0,0.0,1.0
female,21.0,1,0,S,Lower Class,9.825,0,21.0,S,0.0,0.0,0.0,1.0
male,28.0,1,0,S,Lower Class,15.85,0,28.0,S,0.0,1.0,0.0,1.0
female,20.0,0,0,S,Lower Class,8.6625,0,20.0,S,0.0,0.0,0.0,1.0
male,34.0,1,0,S,Middle Class,21.0,0,34.0,S,1.0,1.0,0.0,1.0
male,51.0,0,0,S,Lower Class,7.75,0,51.0,S,0.0,1.0,0.0,1.0
male,3.0,1,1,S,Middle Class,18.75,1,3.0,S,1.0,1.0,0.0,1.0
male,21.0,0,0,S,Lower Class,7.775,0,21.0,S,0.0,1.0,0.0,1.0
female,,3,1,S,Lower Class,25.4667,0,28.0,S,0.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
male,,0,0,Q,Lower Class,6.8583,0,28.0,Q,0.0,1.0,1.0,0.0
female,33.0,1,0,Q,Upper Class,90.0,1,33.0,Q,2.0,0.0,1.0,0.0
male,,0,0,S,Middle Class,0.0,0,28.0,S,1.0,1.0,0.0,1.0
male,44.0,0,0,S,Lower Class,7.925,1,44.0,S,0.0,1.0,0.0,1.0
female,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,0.0,0.0,1.0
female,34.0,1,1,S,Middle Class,32.5,1,34.0,S,1.0,0.0,0.0,1.0
female,18.0,0,2,S,Middle Class,13.0,1,18.0,S,1.0,0.0,0.0,1.0
male,30.0,0,0,S,Middle Class,13.0,0,30.0,S,1.0,1.0,0.0,1.0
female,10.0,0,2,S,Lower Class,24.15,0,10.0,S,0.0,0.0,0.0,1.0
male,,0,0,C,Lower Class,7.8958,0,28.0,C,0.0,1.0,0.0,0.0
male,21.0,0,0,Q,Lower Class,7.7333,0,21.0,Q,0.0,1.0,1.0,0.0
male,29.0,0,0,S,Lower Class,7.875,0,29.0,S,0.0,1.0,0.0,1.0
female,28.0,1,1,S,Lower Class,14.4,0,28.0,S,0.0,0.0,0.0,1.0
male,18.0,1,1,S,Lower Class,20.2125,0,18.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,7.25,0,28.0,S,0.0,1.0,0.0,1.0
female,28.0,1,0,S,Middle Class,26.0,1,28.0,S,1.0,0.0,0.0,1.0
female,19.0,0,0,S,Middle Class,26.0,1,19.0,S,1.0,0.0,0.0,1.0
male,,0,0,Q,Lower Class,7.75,0,28.0,Q,0.0,1.0,1.0,0.0
male,32.0,0,0,S,Lower Class,8.05,1,32.0,S,0.0,1.0,0.0,1.0
male,28.0,0,0,S,Upper Class,26.55,1,28.0,S,2.0,1.0,0.0,1.0
female,,1,0,S,Lower Class,16.1,1,28.0,S,0.0,0.0,0.0,1.0
female,42.0,1,0,S,Middle Class,26.0,1,42.0,S,1.0,0.0,0.0,1.0
male,17.0,0,0,S,Lower Class,7.125,0,17.0,S,0.0,1.0,0.0,1.0
male,50.0,1,0,S,Upper Class,55.9,0,50.0,S,2.0,1.0,0.0,1.0
female,14.0,1,2,S,Upper Class,120.0,1,14.0,S,2.0,0.0,0.0,1.0
female,21.0,2,2,S,Lower Class,34.375,0,21.0,S,0.0,0.0,0.0,1.0
female,24.0,2,3,S,Middle Class,18.75,1,24.0,S,1.0,0.0,0.0,1.0
male,64.0,1,4,S,Upper Class,263.0,0,64.0,S,2.0,1.0,0.0,1.0
male,31.0,0,0,S,Middle Class,10.5,0,31.0,S,1.0,1.0,0.0,1.0
female,45.0,1,1,S,Middle Class,26.25,1,45.0,S,1.0,0.0,0.0,1.0
male,20.0,0,0,S,Lower Class,9.5,0,20.0,S,0.0,1.0,0.0,1.0
male,25.0,1,0,S,Lower Class,7.775,0,25.0,S,0.0,1.0,0.0,1.0
female,28.0,0,0,S,Middle Class,13.0,1,28.0,S,1.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,8.1125,1,28.0,S,0.0,1.0,0.0,1.0
male,4.0,0,2,S,Upper Class,81.8583,1,4.0,S,2.0,1.0,0.0,1.0
female,13.0,0,1,S,Middle Class,19.5,1,13.0,S,1.0,0.0,0.0,1.0
male,34.0,0,0,S,Upper Class,26.55,1,34.0,S,2.0,1.0,0.0,1.0
female,5.0,2,1,C,Lower Class,19.2583,1,5.0,C,0.0,0.0,0.0,0.0
male,52.0,0,0,S,Upper Class,30.5,1,52.0,S,2.0,1.0,0.0,1.0
male,36.0,1,2,S,Middle Class,27.75,0,36.0,S,1.0,1.0,0.0,1.0
male,,1,0,S,Lower Class,19.9667,0,28.0,S,0.0,1.0,0.0,1.0
male,30.0,0,0,C,Upper Class,27.75,0,30.0,C,2.0,1.0,0.0,0.0
male,49.0,1,0,C,Upper Class,89.1042,1,49.0,C,2.0,1.0,0.0,0.0
male,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,1.0,0.0,1.0
male,29.0,0,0,C,Lower Class,7.8958,1,29.0,C,0.0,1.0,0.0,0.0
male,65.0,0,0,S,Upper Class,26.55,0,65.0,S,2.0,1.0,0.0,1.0
female,,1,0,S,Upper Class,51.8625,1,28.0,S,2.0,0.0,0.0,1.0
female,50.0,0,0,S,Middle Class,10.5,1,50.0,S,1.0,0.0,0.0,1.0
male,,0,0,Q,Lower Class,7.75,0,28.0,Q,0.0,1.0,1.0,0.0
male,48.0,0,0,S,Upper Class,26.55,1,48.0,S,2.0,1.0,0.0,1.0
male,34.0,0,0,S,Lower Class,8.05,0,34.0,S,0.0,1.0,0.0,1.0
male,47.0,0,0,S,Upper Class,38.5,0,47.0,S,2.0,1.0,0.0,1.0
male,48.0,0,0,S,Middle Class,13.0,0,48.0,S,1.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,1.0,0.0,1.0
male,38.0,0,0,S,Lower Class,7.05,0,38.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Middle Class,0.0,0,28.0,S,1.0,1.0,0.0,1.0
male,56.0,0,0,S,Upper Class,26.55,0,56.0,S,2.0,1.0,0.0,1.0
male,,0,0,Q,Lower Class,7.725,0,28.0,Q,0.0,1.0,1.0,0.0
female,0.75,2,1,C,Lower Class,19.2583,1,0.75,C,0.0,0.0,0.0,0.0
male,,0,0,S,Lower Class,7.25,0,28.0,S,0.0,1.0,0.0,1.0
male,38.0,0,0,S,Lower Class,8.6625,0,38.0,S,0.0,1.0,0.0,1.0
female,33.0,1,2,S,Middle Class,27.75,1,33.0,S,1.0,0.0,0.0,1.0
female,23.0,0,0,C,Middle Class,13.7917,1,23.0,C,1.0,0.0,0.0,0.0
female,22.0,0,0,S,Lower Class,9.8375,0,22.0,S,0.0,0.0,0.0,1.0
male,,0,0,S,Upper Class,52.0,0,28.0,S,2.0,1.0,0.0,1.0
male,34.0,1,0,S,Middle Class,21.0,0,34.0,S,1.0,1.0,0.0,1.0
male,29.0,1,0,S,Lower Class,7.0458,0,29.0,S,0.0,1.0,0.0,1.0
male,22.0,0,0,S,Lower Class,7.5208,0,22.0,S,0.0,1.0,0.0,1.0
female,2.0,0,1,S,Lower Class,12.2875,1,2.0,S,0.0,0.0,0.0,1.0
male,9.0,5,2,S,Lower Class,46.9,0,9.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Middle Class,0.0,0,28.0,S,1.0,1.0,0.0,1.0
male,50.0,0,0,S,Lower Class,8.05,0,50.0,S,0.0,1.0,0.0,1.0
female,63.0,0,0,S,Lower Class,9.5875,1,63.0,S,0.0,0.0,0.0,1.0
male,25.0,1,0,C,Upper Class,91.0792,1,25.0,C,2.0,1.0,0.0,0.0
female,,3,1,S,Lower Class,25.4667,0,28.0,S,0.0,0.0,0.0,1.0
female,35.0,1,0,S,Upper Class,90.0,1,35.0,S,2.0,0.0,0.0,1.0
male,58.0,0,0,C,Upper Class,29.7,0,58.0,C,2.0,1.0,0.0,0.0
male,30.0,0,0,S,Lower Class,8.05,0,30.0,S,0.0,1.0,0.0,1.0
male,9.0,1,1,S,Lower Class,15.9,1,9.0,S,0.0,1.0,0.0,1.0
male,,1,0,S,Lower Class,19.9667,0,28.0,S,0.0,1.0,0.0,1.0
male,21.0,0,0,S,Lower Class,7.25,0,21.0,S,0.0,1.0,0.0,1.0
male,55.0,0,0,S,Upper Class,30.5,0,55.0,S,2.0,1.0,0.0,1.0
male,71.0,0,0,C,Upper Class,49.5042,0,71.0,C,2.0,1.0,0.0,0.0
male,21.0,0,0,S,Lower Class,8.05,0,21.0,S,0.0,1.0,0.0,1.0
male,,0,0,C,Lower Class,14.4583,0,28.0,C,0.0,1.0,0.0,0.0
female,54.0,1,0,C,Upper Class,78.2667,1,54.0,C,2.0,0.0,0.0,0.0
male,,0,0,S,Lower Class,15.1,0,28.0,S,0.0,1.0,0.0,1.0
female,25.0,1,2,S,Upper Class,151.55,0,25.0,S,2.0,0.0,0.0,1.0
male,24.0,0,0,S,Lower Class,7.7958,0,24.0,S,0.0,1.0,0.0,1.0
male,17.0,0,0,S,Lower Class,8.6625,0,17.0,S,0.0,1.0,0.0,1.0
female,21.0,0,0,Q,Lower Class,7.75,0,21.0,Q,0.0,0.0,1.0,0.0
female,,0,0,Q,Lower Class,7.6292,0,28.0,Q,0.0,0.0,1.0,0.0
female,37.0,0,0,S,Lower Class,9.5875,0,37.0,S,0.0,0.0,0.0,1.0
female,16.0,0,0,S,Upper Class,86.5,1,16.0,S,2.0,0.0,0.0,1.0
male,18.0,1,0,C,Upper Class,108.9,0,18.0,C,2.0,1.0,0.0,0.0
female,33.0,0,2,S,Middle Class,26.0,1,33.0,S,1.0,0.0,0.0,1.0
male,,0,0,S,Upper Class,26.55,1,28.0,S,2.0,1.0,0.0,1.0
male,28.0,0,0,S,Lower Class,22.525,0,28.0,S,0.0,1.0,0.0,1.0
male,26.0,0,0,S,Lower Class,56.4958,1,26.0,S,0.0,1.0,0.0,1.0
male,29.0,0,0,Q,Lower Class,7.75,1,29.0,Q,0.0,1.0,1.0,0.0
male,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,1.0,0.0,1.0
male,36.0,0,0,S,Upper Class,26.2875,1,36.0,S,2.0,1.0,0.0,1.0
female,54.0,1,0,C,Upper Class,59.4,1,54.0,C,2.0,0.0,0.0,0.0
male,24.0,0,0,S,Lower Class,7.4958,0,24.0,S,0.0,1.0,0.0,1.0
male,47.0,0,0,S,Upper Class,34.0208,0,47.0,S,2.0,1.0,0.0,1.0
female,34.0,0,0,S,Middle Class,10.5,1,34.0,S,1.0,0.0,0.0,1.0
male,,0,0,Q,Lower Class,24.15,0,28.0,Q,0.0,1.0,1.0,0.0
female,36.0,1,0,S,Middle Class,26.0,1,36.0,S,1.0,0.0,0.0,1.0
male,32.0,0,0,S,Lower Class,7.8958,0,32.0,S,0.0,1.0,0.0,1.0
female,30.0,0,0,S,Upper Class,93.5,1,30.0,S,2.0,0.0,0.0,1.0
male,22.0,0,0,S,Lower Class,7.8958,0,22.0,S,0.0,1.0,0.0,1.0
male,,0,0,C,Lower Class,7.225,0,28.0,C,0.0,1.0,0.0,0.0
female,44.0,0,1,C,Upper Class,57.9792,1,44.0,C,2.0,0.0,0.0,0.0
male,,0,0,C,Lower Class,7.2292,0,28.0,C,0.0,1.0,0.0,0.0
male,40.5,0,0,Q,Lower Class,7.75,0,40.5,Q,0.0,1.0,1.0,0.0
female,50.0,0,0,S,Middle Class,10.5,1,50.0,S,1.0,0.0,0.0,1.0
male,,0,0,S,Upper Class,221.7792,0,28.0,S,2.0,1.0,0.0,1.0
male,39.0,0,0,S,Lower Class,7.925,0,39.0,S,0.0,1.0,0.0,1.0
male,23.0,2,1,S,Middle Class,11.5,0,23.0,S,1.0,1.0,0.0,1.0
female,2.0,1,1,S,Middle Class,26.0,1,2.0,S,1.0,0.0,0.0,1.0
male,,0,0,C,Lower Class,7.2292,0,28.0,C,0.0,1.0,0.0,0.0
male,17.0,1,1,C,Lower Class,7.2292,0,17.0,C,0.0,1.0,0.0,0.0
female,,0,2,C,Lower Class,22.3583,1,28.0,C,0.0,0.0,0.0,0.0
female,30.0,0,0,S,Lower Class,8.6625,0,30.0,S,0.0,0.0,0.0,1.0
female,7.0,0,2,S,Middle Class,26.25,1,7.0,S,1.0,0.0,0.0,1.0
male,45.0,0,0,S,Upper Class,26.55,0,45.0,S,2.0,1.0,0.0,1.0
female,30.0,0,0,C,Upper Class,106.425,1,30.0,C,2.0,0.0,0.0,0.0
male,,0,0,S,Lower Class,14.5,0,28.0,S,0.0,1.0,0.0,1.0
female,22.0,0,2,C,Upper Class,49.5,1,22.0,C,2.0,0.0,0.0,0.0
female,36.0,0,2,S,Upper Class,71.0,1,36.0,S,2.0,0.0,0.0,1.0
female,9.0,4,2,S,Lower Class,31.275,0,9.0,S,0.0,0.0,0.0,1.0
female,11.0,4,2,S,Lower Class,31.275,0,11.0,S,0.0,0.0,0.0,1.0
male,32.0,1,0,S,Middle Class,26.0,1,32.0,S,1.0,1.0,0.0,1.0
male,50.0,1,0,C,Upper Class,106.425,0,50.0,C,2.0,1.0,0.0,0.0
male,64.0,0,0,S,Upper Class,26.0,0,64.0,S,2.0,1.0,0.0,1.0
female,19.0,1,0,S,Middle Class,26.0,1,19.0,S,1.0,0.0,0.0,1.0
male,,0,0,C,Middle Class,13.8625,1,28.0,C,1.0,1.0,0.0,0.0
male,33.0,1,1,S,Lower Class,20.525,0,33.0,S,0.0,1.0,0.0,1.0
male,8.0,1,1,S,Middle Class,36.75,1,8.0,S,1.0,1.0,0.0,1.0
male,17.0,0,2,C,Upper Class,110.8833,1,17.0,C,2.0,1.0,0.0,0.0
male,27.0,0,0,S,Middle Class,26.0,0,27.0,S,1.0,1.0,0.0,1.0
male,,0,0,Q,Lower Class,7.8292,0,28.0,Q,0.0,1.0,1.0,0.0
male,22.0,0,0,C,Lower Class,7.225,1,22.0,C,0.0,1.0,0.0,0.0
female,22.0,0,0,S,Lower Class,7.775,1,22.0,S,0.0,0.0,0.0,1.0
male,62.0,0,0,S,Upper Class,26.55,0,62.0,S,2.0,1.0,0.0,1.0
female,48.0,1,0,C,Upper Class,39.6,1,48.0,C,2.0,0.0,0.0,0.0
male,,0,0,C,Upper Class,227.525,0,28.0,C,2.0,1.0,0.0,0.0
female,39.0,1,1,S,Upper Class,79.65,1,39.0,S,2.0,0.0,0.0,1.0
female,36.0,1,0,S,Lower Class,17.4,1,36.0,S,0.0,0.0,0.0,1.0
male,,0,0,Q,Lower Class,7.75,0,28.0,Q,0.0,1.0,1.0,0.0
male,40.0,0,0,S,Lower Class,7.8958,0,40.0,S,0.0,1.0,0.0,1.0
male,28.0,0,0,S,Middle Class,13.5,0,28.0,S,1.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,1.0,0.0,1.0
female,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,0.0,0.0,1.0
male,24.0,2,0,S,Lower Class,24.15,0,24.0,S,0.0,1.0,0.0,1.0
male,19.0,0,0,S,Lower Class,7.8958,0,19.0,S,0.0,1.0,0.0,1.0
female,29.0,0,4,S,Lower Class,21.075,0,29.0,S,0.0,0.0,0.0,1.0
male,,0,0,C,Lower Class,7.2292,0,28.0,C,0.0,1.0,0.0,0.0
male,32.0,0,0,S,Lower Class,7.8542,1,32.0,S,0.0,1.0,0.0,1.0
male,62.0,0,0,S,Middle Class,10.5,1,62.0,S,1.0,1.0,0.0,1.0
female,53.0,2,0,S,Upper Class,51.4792,1,53.0,S,2.0,0.0,0.0,1.0
male,36.0,0,0,S,Upper Class,26.3875,1,36.0,S,2.0,1.0,0.0,1.0
female,,0,0,Q,Lower Class,7.75,1,28.0,Q,0.0,0.0,1.0,0.0
male,16.0,0,0,S,Lower Class,8.05,0,16.0,S,0.0,1.0,0.0,1.0
male,19.0,0,0,S,Lower Class,14.5,0,19.0,S,0.0,1.0,0.0,1.0
female,34.0,0,0,S,Middle Class,13.0,1,34.0,S,1.0,0.0,0.0,1.0
female,39.0,1,0,S,Upper Class,55.9,1,39.0,S,2.0,0.0,0.0,1.0
female,,1,0,C,Lower Class,14.4583,0,28.0,C,0.0,0.0,0.0,0.0
male,32.0,0,0,S,Lower Class,7.925,1,32.0,S,0.0,1.0,0.0,1.0
female,25.0,1,1,S,Middle Class,30.0,1,25.0,S,1.0,0.0,0.0,1.0
female,39.0,1,1,C,Upper Class,110.8833,1,39.0,C,2.0,0.0,0.0,0.0
male,54.0,0,0,S,Middle Class,26.0,0,54.0,S,1.0,1.0,0.0,1.0
male,36.0,0,0,C,Upper Class,40.125,0,36.0,C,2.0,1.0,0.0,0.0
male,,0,0,C,Lower Class,8.7125,0,28.0,C,0.0,1.0,0.0,0.0
female,18.0,0,2,S,Upper Class,79.65,1,18.0,S,2.0,0.0,0.0,1.0
male,47.0,0,0,S,Middle Class,15.0,0,47.0,S,1.0,1.0,0.0,1.0
male,60.0,1,1,C,Upper Class,79.2,1,60.0,C,2.0,1.0,0.0,0.0
male,22.0,0,0,S,Lower Class,8.05,0,22.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,1.0,0.0,1.0
male,35.0,0,0,S,Lower Class,7.125,0,35.0,S,0.0,1.0,0.0,1.0
female,52.0,1,0,C,Upper Class,78.2667,1,52.0,C,2.0,0.0,0.0,0.0
male,47.0,0,0,S,Lower Class,7.25,0,47.0,S,0.0,1.0,0.0,1.0
female,,0,2,Q,Lower Class,7.75,0,28.0,Q,0.0,0.0,1.0,0.0
male,37.0,1,0,S,Middle Class,26.0,0,37.0,S,1.0,1.0,0.0,1.0
male,36.0,1,1,S,Lower Class,24.15,0,36.0,S,0.0,1.0,0.0,1.0
female,,0,0,S,Middle Class,33.0,1,28.0,S,1.0,0.0,0.0,1.0
male,49.0,0,0,S,Lower Class,0.0,0,49.0,S,0.0,1.0,0.0,1.0
male,,0,0,C,Lower Class,7.225,0,28.0,C,0.0,1.0,0.0,0.0
male,49.0,1,0,C,Upper Class,56.9292,1,49.0,C,2.0,1.0,0.0,0.0
female,24.0,2,1,S,Middle Class,27.0,1,24.0,S,1.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Upper Class,42.4,0,28.0,S,2.0,1.0,0.0,1.0
male,44.0,0,0,S,Lower Class,8.05,0,44.0,S,0.0,1.0,0.0,1.0
male,35.0,0,0,C,Upper Class,26.55,1,35.0,C,2.0,1.0,0.0,0.0
